avgDeathsPerYear,TARGET_deathRate,medIncome,popEst2015,povertyPercent,MedianAge,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctBachDeg18_24,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,BirthRate
241,185,43602,104425,18,38.1,2.53,46.2,16.7,6.6,10.1,57.1,9.2,6.237398089
127,189.4,47369,53213,14.6,39.9,2.5,53.6,13.7,5.3,13.1,57,7.8,5.646027941
263,203.2,39757,98632,21.5,41.8,2.48,48.2,25.4,2.5,8.9,50.7,8.9,6.447299298
105,192.1,34216,65886,29.9,28,2.47,35.1,2.3,7,13.9,47.7,10.9,2.52476505
110,189.7,52650,45876,8.3,41,2.49,58.4,16.5,4.7,11.6,63.4,5,6.028766704
185,185.2,41983,69154,16.1,43.9,2.35,50.6,18.1,5.5,9.4,51.3,8.5,3.534951105
112,213.3,46484,43839,15,40.8,2.62,54.1,7.6,3.1,8,53.3,9.9,8.672957238
706,189,58558,376353,14.4,36.4,2.68,50.5,9.5,7.8,18.4,60.6,7.2,5.479735318
67,172.8,46177,27811,13.5,44.5,2.54,58.4,17,5.3,6.7,55,7.1,5.228870221
90,190.1,50302,38987,11.3,41.2,2.53,55.2,15.6,3.9,10.7,58.2,9.1,4.636217581
360,200.6,42029,135959,18.2,41,2.44,48.4,16.1,5.1,11.5,54.1,10,5.319358009
370,178.7,62158,201973,11.2,39.5,2.65,55.1,12.2,10,18.3,61.9,5.5,5.170612813
108,224.3,49453,41917,13.7,39.3,2.53,52.8,15.1,6.2,10.3,56.1,9.2,5.682641548
259,178.3,42645,104806,15.9,43.2,2.43,51.9,18,4.9,9.5,54.1,9,6.225449895
96,203,41547,36569,18.1,41.5,2.53,54.8,20.7,5.9,8.5,53.6,7.8,5.832147937
113,184.6,39881,42306,15.4,42.6,2.37,54.7,21.7,4.9,8.4,52.9,8.1,6.301190346
3091,187.1,44138,1255921,19.6,40.4,2.31,40.5,17.1,12.6,18,56.4,10.6,4.879604208
128,179.6,46610,52076,12.2,41.8,2.48,56.3,13.9,8.4,7.7,57.9,7.6,6.68786915
91,188.6,53026,38352,11.7,39.7,2.49,53.5,13.2,8.6,11.1,59.1,8.4,6.066465257
234,152.1,97802,193013,4.8,37.8,2.78,62.7,12.8,12.3,33.3,67.9,3.2,4.830467049
208,193.7,49234,75550,13.9,44,2.35,50.1,12.2,5.5,13.4,57.6,7.7,4.607982234
272,173.4,59921,151408,9.6,39,2.66,55.6,17.1,7.3,17.5,59.7,6.9,5.968296134
68,194.3,44947,28679,15.8,41.1,2.44,51.7,23,4,10.4,54.4,8.6,5.708508322
94,181.2,54666,42537,10.5,39.8,2.59,59.8,15.7,8.9,11.5,62.7,6.7,6.632331301
78,201,36675,30142,26.1,41,2.56,52.2,14.7,3.3,8.4,46.9,7.5,4.807405196
173,142.4,72264,94102,7.8,44.2,2.67,60.7,24.2,12.8,23.8,63.1,4.1,5.939818201
295,159.2,59382,164427,13.2,37.7,2.41,51.4,7.4,12,19.4,56.9,7.6,4.699355673
111,215.8,41940,39258,17.2,42.2,2.51,50.8,15.5,6.1,8.5,51.9,11.7,3.383937884
1677,185.1,48973,807598,17.6,37,2.37,42.5,12.6,13,21.5,60.2,8.8,5.234779851
158,175.7,51498,75573,12.7,39.2,2.37,53.4,8.2,8.2,16.2,62.3,6.9,5.446216491
65,185.1,45195,31682,19,35.4,2.55,48.5,8.1,5.7,7.2,54.7,9.6,8.008741483
47,201.4,42582,15450,16.9,45.9,2.45,57.8,19.8,1.6,5.4,52.9,5.6,7.156549521
60,162.8,53645,27816,10.2,41.2,2.52,56.2,15.7,9.5,10.2,,6.7,7.870216306
107,199.8,41611,43026,19.3,40.1,2.55,51.4,15.1,3.6,7.5,50.3,11.5,6.779300818
75,205.9,42374,28491,17.5,42.6,2.48,54.7,14.5,4.2,10.1,52.7,9.5,5.314639713
59,147.4,50069,43909,12.4,30.4,3.36,60.3,64.1,2.3,5.3,,4.2,7.899124635
140,206.3,47824,58469,13.4,38.8,2.58,53.1,18.8,5,8.6,,7.2,4.663965135
83,210.9,41161,32596,20,39.5,2.5,49.1,22.8,4.1,10.9,50.9,11.5,5.240979721
197,194.7,40148,67347,20,44.3,2.35,48.9,9.8,4.1,9.6,49.5,8.8,4.806907805
131,179.5,46908,61061,15.1,38.7,2.53,52.3,12.3,3.1,14.6,,6.6,5.615628604
558,182.5,58697,229245,8.9,43.2,2.39,52.2,13.9,11.5,17.3,62.8,6,4.694264339
155,201.5,41608,61109,17.5,41.2,2.6,50,16.4,6.1,9.3,49.6,8,5.379259802
349,188.8,57308,170570,13.5,39.7,2.57,54.3,14.6,6.5,14.9,61.2,7.2,5.540748334
114,205.6,50753,45386,17,40.7,2.42,54.2,19,4.7,10.2,58.1,7.6,6.601566473
664,182.1,52331,305147,14.7,41,2.5,49.3,17.3,6.5,14.2,57.3,8.8,4.894050891
976,196.2,42344,433689,20.7,37.7,2.4,41.6,16.5,8.5,14.7,56,11.1,5.157532738
91,197,52996,44094,12.6,40.2,2.57,48.1,19.1,5.3,12.2,52.7,5.9,4.909090909
661,190.7,41316,231900,18.9,43.3,2.32,45.1,16.4,8.4,14.2,53.7,9.5,4.348522463
160,202,42240,65355,21.3,40.4,2.43,48.1,20.5,4.9,7.5,47.8,9.6,6.933232742
325,167.4,68405,176395,7,41.4,2.63,58.1,13.1,9.7,20.9,,5,4.599000327
62,206.9,38081,23257,22.6,42.3,2.49,53.8,18.2,8,8.3,46.4,12.1,5.707001373
95,181.9,52606,40968,8.9,40.1,2.54,58.7,14.8,10.9,9.9,64.6,5.5,6.325515281
230,177.8,51868,104224,10.6,41.4,2.49,53.9,14.6,6.7,13.3,60,7.6,4.84544324
41,188.9,40646,14409,15.7,45.6,2.37,56.7,16.5,7.6,6.7,,7.4,6.140350877
1252,186.9,42994,532258,19.7,39.4,2.32,44,15.7,7.9,15.3,,9.4,5.362001513
39,187.9,37923,14777,18.1,43.9,2.41,58.4,16.3,1.2,7.2,47.1,9.3,5.657937278
75,185,49846,35074,12.1,41.2,2.73,57,21.7,7.2,8.9,58.7,7,4.83615222
225,211.5,41814,86290,19.1,40.3,0.0245,49.4,11.7,6.2,9.8,54.8,8.3,5.739536774
27,122.5,43953,14326,16.3,50.2,2.45,51.6,30.3,0,5.7,,7,6.422798809
114,185.3,50345,40877,10.1,47.3,2.33,57.1,13.8,7.8,13.7,57.3,5.5,4.504504505
52,215.5,47358,18976,12.3,41,2.48,58.6,16.1,4.7,8.4,57.1,6.6,7.380254154
79,200.6,43341,35985,17.8,40,2.59,55.4,25.9,1.7,7,51.9,9.5,4.775349865
121,197.4,54868,56998,13.2,39.1,2.68,51.3,20.5,7.1,11.2,54.7,6.9,5.002432301
75,217.9,40512,28217,21.9,40.8,2.55,47.8,21.6,3.3,7.1,44.1,13.4,5.373276272
323,186.3,52047,162275,14.2,37.6,2.54,46.6,6.9,10.1,16.2,60.7,8.7,3.908475144
101,192.7,49516,41329,13,41.9,2.56,55.9,19.2,3.7,8.1,58.4,7.3,3.877752218
64,154.6,56519,34042,7.8,39.7,2.6,63.3,16.2,10.2,11.9,66.8,3.4,6.184443536
305,186,41948,121707,15.9,41.3,2.4,48.2,21.2,4.6,10.5,51.4,8.7,4.974134501
181,203.9,42466,77170,19.2,40.6,2.52,49.2,20.9,3.7,9.3,48.3,11.3,4.967320261
149,193.8,46447,59679,14.5,41.3,2.49,51,9,5.3,9.7,58.9,7.6,5.511627907
198,203,37625,76825,27.2,39.5,2.5,47.1,15.4,3.2,8.6,44,9.6,4.764332654
123,174,45003,55610,17.5,39,2.45,49.7,10.8,4.1,9.4,56.6,8.1,4.557619009
92,167.3,50774,48901,10.7,38.9,2.62,57.4,14.7,6.2,9.7,62.6,6.7,6.776406036
880,176.4,47745,375165,14.9,41.8,2.43,49.4,13.6,7.6,14.4,57.9,8.5,5.285174738
1203,178.1,50453,541968,13.4,40.7,2.41,47.2,13.5,10.7,19.4,59.1,8.4,4.582141722
549,187,43160,203751,17.2,43.6,2.33,48.8,19.5,6,12.1,52.5,7.4,4.660949114
210,168.7,46128,92916,13.4,41,2.49,54.9,16.1,6.5,9.9,58.2,7,5.283776996
77,165.7,69900,54277,7.7,38.1,2.73,56.7,13.6,11.5,17.9,61.7,4.2,5.668411867
67,172.1,49565,28562,10.1,41.5,2.49,56.3,16.7,7.1,9.4,58.2,7.5,4.894094994
29,184.3,37633,13048,23.7,41,2.63,54.3,16.4,1.6,5.8,48.4,12,8.863399374
334,160.4,72973,224469,5.8,38.7,2.73,60.3,15.5,13.1,25,62.5,6.1,4.708366736
159,186.2,45048,61112,15.7,43.6,2.38,53.3,11.7,7.8,11.8,51.7,6.8,5.009079903
233,170.3,50106,116063,13.9,38.8,2.6,56.1,17.7,5.2,13.3,60.5,4.8,6.420871739
91,185.1,42214,37120,14.2,41.6,2.39,52,15.2,6.2,9.3,57.5,7.1,7.598197038
232,173,54996,129730,13.5,34.8,2.44,48.2,5.5,10.7,18,62.1,7.2,4.528947447
57,190.6,47905,22243,10,42,2.38,55.9,22.3,10.5,9.7,62.1,6.6,4.962066844
52,220.9,31386,22004,27.2,37,2.78,52.7,24.4,2.8,10,49.2,7.9,5.336200156
14,159.5,51885,5868,16.6,44.7,2.28,50.4,16.6,6,14.7,45.6,4.9,4.431818182
26,151.7,35910,13793,21.8,40.7,2.37,52.4,25.1,1.6,9.6,42.3,8.7,5.756929638
12,181,56664,5427,10.5,41.5,2.7,62.2,34.2,5.9,14.6,59.5,3,2.923473775
43,182.4,46625,23768,15,34.7,2.87,45.8,31.1,1.3,11.6,53.6,2.9,3.754407799
24,180.2,44309,9833,18.4,41.1,2.25,50.8,29.9,3.3,12.2,43,3,2.110199297
101,191.7,38187,44884,19.1,37.1,2.58,50.1,15.2,8,13.5,52.9,8.1,7.559938128
73,211.4,39933,29343,23.5,37,2.77,48,25.5,2.9,11.3,49,9.5,5.189317106
20,150.3,39743,6856,15.8,52.2,2.18,57.3,16.7,3.8,13.9,50.7,9.5,4.545454545
66,185.4,44010,25775,16.8,41,2.5,52.7,26.8,6,11.7,53.3,9,5.246743717
713,145.5,66315,574326,12.5,36.1,2.66,53,14.1,12,26.1,63.6,7.6,5.186880244
4,144.6,33387,1358,23.3,56.5,1.97,60.6,12.5,19.4,10.7,46.7,8.5,1.754385965
193,168.6,52903,102659,15.4,38.2,2.78,51.9,12.1,5.5,14.9,55,9.7,4.397120317
219,165.3,60179,102295,10.8,42.8,2.55,55.7,11.4,6.3,12.6,60.7,5.7,4.47016211
3100,182.1,52385,1230459,13.1,40.9,2.26,45.4,10.2,19.1,22.1,59.8,7.1,5.044224477
177,171.1,44326,67052,13.8,45.6,2.36,53.9,15.2,10,10.5,53.2,8.5,4.390138408
466,180.2,51041,168871,11.7,44.8,2.38,51,12.7,11.3,15.3,57.7,6.8,4.491424455
110,151.2,46890,48586,13.6,45,2.43,57.2,18.6,6.3,8.5,56,7.3,4.585306863
816,162.4,55936,415271,14.3,39.7,2.61,49.6,13.9,7.5,15.1,59.9,9,5.334555643
328,179.4,43343,125593,15,42.8,2.41,50,8.4,10,13.1,55.5,6.4,4.508674734
163,183.8,47242,61281,12.9,44.1,2.52,54.1,21.7,8.7,11.7,53.4,5.6,5.284901395
1328,168.7,77823,627367,6.6,43,2.65,55.5,10.9,16.6,22.8,63.3,7,4.681322269
405,169.7,60851,186818,8.9,42.7,2.42,55.6,8.9,10.3,21.1,60.8,5.9,4.004308281
366,168.5,42703,136411,15.3,44.4,2.28,48.5,9.1,8.9,12,50.2,8.5,4.763561711
14,159.6,40257,4732,14.2,49.9,2.2,48.7,11.1,9.2,11.7,54.2,4.5,3.510758777
177,191.8,49252,63960,13,45,2.48,52.7,9.4,6.8,9.6,54.5,8.6,3.33234816
208,142.4,51573,160580,17.9,30.3,2.47,40.6,3.7,10.9,21.7,55.2,5.1,3.704047746
894,159.1,85613,515939,7.3,40.1,2.66,55.9,11.4,14.4,29.3,64.7,5.9,4.919274098
92,179.4,43202,39498,15.1,40.3,2.39,50,8.9,5.4,12.3,51.7,8.1,4.792232199
212,183,40230,80994,16.5,43.9,2.38,52.1,22,7.2,9.2,50.3,7.8,4.179907113
98,196.6,44224,39441,17.4,38.1,2.52,48.4,10.6,8.8,11.3,55,6.1,4.785376874
151,175.2,46938,66672,14.3,40.1,2.4,48.1,8,6.4,13.2,,5.7,4.087548063
224,191.8,43969,86484,14.9,42.4,2.42,52.2,16.1,4.6,12.4,53.4,7.2,6.020996295
473,154.6,62692,246338,9.1,40.8,2.38,52.6,11.5,8.6,20.3,61.4,5.6,4.691477538
534,169.1,52967,272983,13.4,39.6,2.41,47.3,18.3,12,17.6,,7.1,5.830835519
1270,187.4,62867,563894,11,38.9,2.65,45.9,11,12.1,21.1,59.8,8.2,5.543922993
93,189.9,46965,30872,10.5,46.4,2.34,53.2,13.2,8.2,11.6,57.5,5.2,4.291640077
620,182.5,45476,278045,16.4,38.8,2.43,46.7,12.1,10.6,16.9,57.1,8,4.900650039
394,198.7,36902,133628,20.2,44.2,2.41,47.6,18.7,7.9,9.7,48.1,8.4,5.078382982
22,206.5,37794,7410,21.9,43.3,1.86,33.3,34.2,0.3,5.7,17.6,4.8,1.652892562
323,162.2,50434,153638,11.9,40.9,2.56,55,18.5,6.4,12,58.9,6.9,4.842223007
34,177.5,48084,14629,13.3,43.2,2.46,58,17.8,5.9,8,55.4,7.5,4.970178926
95,193.5,49897,37519,16.5,502.8,2.33,49.4,10.7,8.1,11.6,46.6,6.4,6.037875061
105,172.7,44531,45668,15.1,42.5,2.36,51.4,9.9,5.2,9.1,48.6,8.1,6.823375775
172,151.6,42611,86966,17,38.9,2.41,48.4,7.1,6.1,13.5,52.9,7.8,4.149417541
120,183.2,43810,44430,13.3,43.6,2.38,54.5,16.3,7.9,9.7,54.2,6.4,6.414368185
54,162.9,48944,24737,12.3,43,2.61,56.3,24.4,3.8,8,56.2,5.7,5.734425605
549,178.3,45098,211917,15.4,42.3,2.41,45.8,11,12,16.3,55.5,6.9,3.545136747
1032,157.6,57369,536624,10.5,38.4,2.64,54.8,18.9,7.8,16.4,62.4,6.1,6.226276831
255,186.1,44903,88082,13.2,44.4,2.38,50.7,12.8,8.7,13.2,53.7,7,4.727253413
321,172.8,53861,137067,10.9,41.1,2.54,52.4,17.7,9.2,12,60.2,6.9,5.989257845
741,168.4,58283,360685,12.8,39.5,2.6,48.3,13.6,9.5,17.3,59.9,8.5,5.408652416
836,181.1,44222,318449,15.8,42.9,2.39,45.5,12.9,9.9,13.3,55.6,7.8,5.103967071
280,178.5,45211,116048,16,496.8,2.42,49,11.9,8.1,13,56.9,7.7,5.48894218
101,170.4,44723,42412,16.6,42.4,2.29,45.4,15.6,6.9,10,51.8,9.1,6.282490875
320,186.7,43559,114234,14.6,43.8,2.37,49.3,15,7.1,13.9,52.7,6.8,4.669101054
113,168.3,40957,46500,16.3,43.5,2.46,53,24.8,5.7,8.2,53.2,6.4,5.671766053
334,180,59492,166397,13.3,41.8,2.89,49.6,9.7,6.7,14.9,56,12,4.318836947
1672,161.8,79576,819264,7.1,41.1,2.57,53.9,11.4,17.9,26.3,64,6.4,4.502231194
41,152.6,54547,18557,11.2,42.9,0.0241,49.9,14.4,14.2,15.9,55.4,6.6,3.59080341
677,172.7,61510,300813,10,41.8,2.56,51.4,9.3,9.1,17.2,59.2,7.3,4.239802406
248,177.5,40429,93246,15.9,525.6,2.27,50.4,22,7.9,9.4,52.7,7.2,5.713833492
103,189.7,54920,45685,8.7,42.1,2.49,57,16.8,5.8,10.6,62.2,6.3,5.221317107
3303,211.7,39037,1567442,25.8,33.7,2.59,29.3,14.3,12.6,14.9,51.4,13.9,5.282605624
120,157.4,58375,55949,10.6,46,2.66,55,13.1,8.6,14.7,51.9,11.6,5.499704317
52,191.9,40323,17093,14.3,45.8,2.57,52.1,15,7.7,9.2,49.5,6.9,6.77146312
409,186.6,43169,144590,13.5,43.8,2.38,48.7,16.3,8.6,9.8,52.2,8.8,4.779878415
78,159.2,49117,40444,13.1,39.3,2.62,52.7,12.6,3.6,10,60,5,4.883318928
189,159.4,45706,75522,13.5,45.3,2.42,54,13,8.4,9.9,51.6,6.9,5.627676205
21,186.2,44191,6328,14.4,51.8,0.0222,52.1,28.6,4,9.8,46.2,8.7,4.06278855
100,163.6,49552,41666,12.8,46.4,2.41,55.5,17.7,7,10.8,54.4,7.7,4.344746163
104,174.7,47360,41877,16.3,43,2.47,52.2,12,5.5,12,52.6,7.4,6.635885322
81,144.9,47996,44954,13.4,38.6,2.38,47,6.9,6.3,12.3,46.7,6.1,4.739182301
160,199.4,43810,53119,16.2,45.4,2.38,53.5,17.9,7.2,10.7,53.2,8.1,5.128205128
113,179.3,44651,40396,14.1,46.2,2.35,54.4,18.6,9.3,11.7,,6.6,5.312538077
561,186.3,55796,208261,10.7,44.2,2.42,52.5,10.3,10,18.1,58,6.5,4.918324654
139,179.4,48663,51198,13.9,46.5,2.47,51.1,13.7,6.4,11.7,48.6,7.8,3.971422568
982,175.3,53536,357956,10.1,46.1,2.33,53.7,11.6,12.9,17.1,57.6,5.6,3.999144854
71,191.7,55882,27800,10.9,43.1,2.52,51.1,15.7,7.7,12.2,56.5,7.6,4.585798817
883,170.2,58471,442867,10.2,40.7,2.57,52.6,14.4,9,14.9,61.8,7.3,4.689714916
104,142.2,68246,49084,8,43.9,2.38,52.4,4.9,11.7,23.9,60.7,6.8,4.448655477
410,184.1,61923,164801,9.3,43.5,2.38,49.7,11.1,15,19.4,63.2,8.2,5.275186191
193,164,69203,82423,9.5,43.9,2.27,49.7,10,17.1,26.4,59.2,6.9,2.872784433
1254,173.6,47278,633473,18.3,37.1,2.53,40.8,12.3,11.7,16.2,58.8,9.5,4.931882987
265,162.2,70705,126517,10.4,519.6,2.42,51.1,6.2,12.9,25.8,61.1,6.4,3.127101547
61,183.7,35525,24932,21.4,43.3,2.52,46.8,11.2,3.2,8.6,45.9,10.7,5.823783581
330,164.3,48537,165829,16.6,40.9,2.53,49.9,17.2,6.7,15.9,52.8,9.9,5.643104513
23,197.6,25530,9433,39.9,38.7,2.58,30,15.8,3.6,10,35.5,22.6,8.631578947
409,177.3,43124,194692,16.7,40.5,2.55,52,20.9,6.6,12.6,53.7,9.2,6.330413359
39,187.5,30349,14880,29.7,40.3,2.41,37.7,17.1,0,12.5,44,10.9,10.6400665
55,212.1,32205,21725,27,39.8,2.61,42.8,19.5,2.2,9.1,,14.7,5.998421468
352,146.9,55427,179589,12.9,42.8,2.51,54.4,13.2,7.9,23.1,50.2,7.2,6.319887594
287,175.8,52436,202786,13.7,35.3,2.75,49.7,15.6,7.7,14.7,56.1,9.9,5.662000797
30,150.9,41209,14781,19.3,45.3,2.45,53.3,19.4,4.5,11,52.4,8.6,5.434122647
668,173.7,52752,389262,16.8,36.5,2.44,42.5,10.6,13.8,25.9,60.1,7.7,4.774692859
120,187.8,38947,56194,22.3,38.8,2.68,47.2,22.7,7.5,10.3,47.8,10.6,6.428359096
86,215.6,37537,32267,22.5,41.2,2.61,41.2,25.2,2.4,9.3,47.4,13.8,6.686006354
109,206.2,34949,46017,26.4,41,2.52,47.8,26.5,4.8,7.7,,10.3,4.348232654
90,194.1,32268,33775,27,42.8,2.47,42.9,34,1,9.2,40.9,16.2,6.157946416
105,211.7,35558,37731,23,41.7,2.53,42.9,31.7,2.5,8.8,49.2,12.4,6.084407972
168,206.8,35640,67548,25.3,40.8,2.52,45.1,21.3,6.1,11.6,48.1,15.9,6.092582124
73,204.7,30516,31234,29.8,37.8,2.69,41.4,29.6,1.8,6.2,44.8,13.2,5.525568182
210,172.9,56388,152478,12.8,35.8,2.77,51,18.2,7.5,15.8,59.5,8,5.952316445
48,157.8,44129,26514,17.5,42.1,2.6,45.6,26.8,6.8,11.4,45.9,8.9,3.616566206
62,201.9,35490,22747,23.1,44.1,2.52,45,14,2.2,8.6,46,12.8,2.009646302
297,195.5,42232,138900,19.5,38.2,2.61,46.1,17.2,6.7,13.9,,12.1,5.663639027
173,190.9,44283,61298,19.6,47.5,2.55,50.1,15.1,4,15.4,45.7,11.2,5.073731567
860,175.4,49659,491863,14.7,37.7,2.58,50.5,15,12.3,20.7,58.6,7.6,5.183355631
45,183.2,48140,17460,16.2,42.6,2.67,54.9,19.1,5.3,10,53.7,7.5,3.641536273
101,160,53203,45463,14,44.1,2.58,55.9,23.2,3.9,15.6,52.4,5.1,4.124513619
63,159.3,47227,40522,16,35.6,2.85,45.8,20.8,3.3,11.1,53.5,5.2,4.685714286
47,182.1,46705,21895,17.3,38.1,2.68,54.3,22.9,3.7,10.7,56.5,7.2,7.088398929
42,215.5,40796,13557,16.3,43.5,2.55,52.2,18.1,3.8,10.8,47.5,5.4,6.774774775
490,131.2,32215,422156,34.5,31.2,3.42,48.9,22.9,2.9,11.8,49.5,10,6.202803162
29,182.2,37801,12682,23.9,37.8,2.81,50.3,27,1.1,9.9,52.5,8.5,9.097345133
11,136.9,58425,5969,8.6,40.7,2.62,58,26.7,5.4,15.4,61.5,1.7,6.235912847
80,179,39256,30313,19.1,43.3,2.56,50.7,13.7,3.5,9.7,49.3,9.2,3.991528185
14,163.3,42966,7656,19.4,34.6,3.14,52.5,27.3,2.3,9.4,57.2,4.7,7.665301346
55,183,77281,38863,10.7,36.2,2.84,62,23.2,0.9,13.4,53.9,7.8,5.775206257
105,174.1,38465,51542,20.1,37.6,2.74,50.2,23.4,2.6,12.1,50.2,6.4,5.031504818
15,192.3,39025,7088,22,34.6,2.44,49.2,35.1,5.6,11.6,45,5.2,12.14642263
25,167.3,50993,10360,13.5,45.7,2.51,59.7,20.9,5.3,11,54,6.8,4.377431907
7,187.5,39870,2953,20.7,34.9,2.79,52,41.7,0,7.4,52.8,8.5,7.357357357
9,151.8,41593,3238,14.9,49.3,1.95,64.7,16.5,25.9,14.3,56.5,3.1,0
26,182.5,37497,8338,22.6,47.1,2.49,61.5,33.6,2.1,9.2,46.7,8.2,3.569230769
8,187.2,38655,3044,19.3,37,2.7,58.6,51.4,22.2,10.9,58.3,5.2,4.744525547
54,177.4,46484,20870,16,43.6,2.67,54.6,23.1,11.9,14,,4.2,6.179775281
221,158.3,64533,129048,9.2,42.4,2.7,59.4,13.7,8.5,22.9,56.9,4.9,6.213794701
42,197.7,38280,13430,19.7,43.6,2.62,55.8,24.3,3.2,11.5,49.7,4.5,9.379671151
7,156.8,40837,4081,26.5,40.8,3.3,50.7,33,5.8,8.2,27.8,2.8,11.55660377
84,169.2,57378,39229,15.3,39.6,2.61,54.9,19.8,4.8,14.7,58.8,7,7.427277062
91,184.5,47018,75503,14.8,30.6,2.86,50.4,11.5,2.6,10.5,39,9.5,6.044769217
5,192.3,32722,1426,20.9,50.1,2.38,64.5,15,0,11.6,52.9,7.5,8.620689655
6,150.1,61098,5048,9.5,33.5,3.01,55.4,33.6,0,9.4,57.5,5.2,11.89138577
7,165.6,49614,3710,13.7,40.5,2.53,64,26.5,3.6,8.9,62.3,1.8,5.249679898
14,174.1,36627,5977,24.1,38.2,2.71,53.8,26.7,0,9.2,54.7,10,4.238618524
9,177.9,43523,7121,12.4,30.7,3.09,46.4,14.7,5.5,9,66.6,5.6,9.422492401
25,165.4,41876,13520,20.2,33.4,2.74,46.8,38.5,0.5,8.2,45.3,9.5,8.016032064
33,180.8,41499,18952,19.2,31.5,3.05,53.9,17.8,4,10.8,61.4,5.4,9.004952724
15,184.1,38304,5217,20,43.5,2.67,58.1,26.1,1,14.4,43.9,13.6,11.27029608
49,167.1,45717,20797,18,42.2,2.66,50.1,17.3,5.1,10.7,48.1,6.8,4.149048626
5,151.4,35924,2206,22.1,43.1,2.36,52.5,39,2.5,11.4,39.9,13.6,6.788511749
18,148,36856,10980,25,34.6,2.96,36.6,25.5,0,7.2,,10.3,2.542372881
12,202.7,37263,3499,19.4,42.9,2.53,46.3,7.2,0.2,9.6,47.6,3.9,0.284090909
23,166.7,35069,11388,26,37.3,2.8,43.1,28.5,0,5.7,,10.9,7.84067086
54,196.8,36591,18171,19.9,42.9,2.55,44.3,7.7,3,10.5,46.2,4.4,4.01891253
230,190.1,55555,159436,12.8,30.7,2.91,49.1,20.9,5.5,10.6,64.1,5.2,10.58379177
4,122.6,35554,1894,22.5,49.5,2.54,51.1,32,0,20.8,56.4,4.9,1.58013544
236,175.4,61157,163632,11,35.7,2.95,57.6,16.6,4.9,14.9,62.7,6.5,5.889593045
1015,142.9,40081,835593,23.4,31.6,3.14,47,14.7,5.5,14.7,52.9,8.4,5.625701056
57,144.8,41914,41122,21.8,30.3,2.62,46.6,7.7,7,18.5,59.3,4.1,5.054084297
34,151.9,35491,17142,23.7,39.8,2.86,42,32.7,1,8.8,42.8,7.2,3.950011158
81,179.1,43211,33693,17.1,41.3,2.56,52,25.1,2.6,10,48.4,6.7,4.543403039
64,158.1,49830,25110,10.9,47.6,2.55,55.7,16.5,3,11.5,,1.8,5.062486761
10,163.3,44519,3827,15.4,41.9,2.29,54.4,10.1,5.8,11.7,56.3,7.2,5.80474934
15,173.5,36898,5901,23.7,37.3,2.54,57,13.9,7.4,12.9,56.1,8,4.490106545
592,133.4,88516,716087,8.8,35.5,3.17,58.7,15.2,8.8,28,63.7,5.1,5.338507619
24,156.3,42099,10651,16.4,43.5,2.46,57.7,7.4,3.1,11,52,6.6,4.741980474
46,180.2,46526,19691,16.7,41.4,2.44,52.7,22.5,10.3,8.7,50.6,4.9,2.553975777
25,155.7,34206,18793,26,31.5,3.14,41.1,35.3,0.9,7,46.4,5.2,8.13579163
23,164.8,50709,20051,14,28.9,3.35,60.6,21.2,2.9,8.5,60.9,4,6.114037096
569,191.2,58333,322225,14.3,37.5,2.66,50.9,15.9,9.1,19.1,59.8,7.5,5.330646143
10,164.8,49947,6415,28,39.4,2.7,46.7,28.9,17.1,5.4,36.9,2,1.260504202
79,157.5,52814,25963,12.5,50.6,2.36,59.8,15,5.8,22.7,53.2,6.8,6.807727691
15,139.8,49369,7531,15.3,45.8,2.54,57.6,14.1,6.8,9.1,48.6,9.3,5.702647658
43,179.2,42291,20573,18.3,38.1,3.07,51.1,35.8,1.1,10.1,54.9,6.5,6.233766234
50,178.7,49012,23210,14.2,37,2.59,52.1,19.5,3.2,9.8,53.3,5.4,7.321274763
278,182.3,49261,125467,15.3,40.2,2.55,52.3,21.1,4.3,13,,7.8,6.10521758
258,189.9,50020,124108,18.2,35.4,2.61,46.9,16.5,6.3,14,58.3,5.9,6.625137665
61,198.4,44795,27512,18.6,40.7,2.63,46.2,29.7,2.4,7.7,46.1,6.2,3.146509341
219,162.9,61825,151249,10.4,36.6,2.89,54.6,18.7,5.1,17,60.6,5.7,5.319420421
61,173.4,40213,34360,24,32.5,2.86,50.4,18.7,5.1,9.1,53.6,8.1,7.298720843
12,223.2,33324,3138,24.5,536.4,2.71,49.1,27.4,0,8.9,47.5,11.5,8.121019108
28,182.8,41207,8159,16.2,48.6,2.52,56.1,28.3,3.9,15.4,48.3,5.9,5.684931507
8,129.1,50698,5610,12.7,36.4,2.78,60.8,36,5.5,15.1,63.8,2.3,6.825657895
9,142.3,36992,3840,18.7,42.3,2.42,51.3,37.8,4.3,13.9,51.5,5.9,11.03752759
117,190.7,53872,55865,12.9,38.9,2.64,58.4,18.1,3.7,10.8,55.8,5.5,5.506783719
5108,161.4,54230,4538028,17.3,32.8,2.88,47.2,19.9,8.8,18.9,63.2,7.5,6.028644456
129,176.3,48461,66746,17.1,37.5,2.76,53.3,12.5,4.3,14,55.6,7.7,5.790913336
8,116.7,64182,6193,10.5,39.3,2.61,55.2,8,8.7,16,46,2.1,10.43307087
16,172.4,35607,5737,25.1,43.4,2.2,52.7,24.5,0,10.3,45.1,6.9,4.519119351
